LE,9.476286372558096
GT,9.435118069661126
LT,2.3893133108617026
GT,0.17574547401158047
GT,7.047279737996263
LE,0.08976816716819824
LT,0.9778173635066767
LE,1.8086451057331288
GT,1.6270327637838489
GE,6.372288028025663
GT,0.5585182834860936
GT,9.278725433830816
LT,3.8353394243817265
LE,9.445658487906476
LT,3.1087606695573253
LE,2.200973345489147
GE,8.404773408537894
LE,9.35086691393993
GE,2.919958296304369
LE,7.760758649292815
GE,6.458887367331605
LT,7.512316632472858
LE,0.3007249750392671
GE,6.918327673289656
GE,4.202110111423819
GT,2.1106777703443447
LE,4.548660344104638
LE,8.304210578886511
LT,2.19972069989699
LE,1.4175588089427604
LE,8.557053823139022
LE,3.7827786019245355
LE,6.436236708124693
LE,3.7167997299348707
LE,2.1399045063708066
GT,0.8119131508907373
LT,6.705450082225366
GT,6.340135756710772
LE,8.070226682059992
LE,4.719936276776311
LT,5.743228034367301
GE,0.9646531212024911
LE,3.8347733960198935
GE,8.018561226141149
GT,3.0139778135975837
GT,1.5120297709644026
GT,4.432803524694048
GT,1.343115869009437
GE,3.4968632329268723
LT,7.554922273412382
GT,3.7398078662223613
GE,0.9937223570786702
LT,9.134544245510927
LT,2.7967469641996834
GT,0.11503731272218043
GT,3.368620342252182
GE,1.682093617467234
GT,2.0427910525266
GT,3.0945219697507054
GE,1.3712862014081162
LE,6.939113488832876
LT,3.0401416390569036
GT,9.25917625166339
LT,6.020603799496138
LE,1.5484424444960754
LT,0.3397754660701857
LE,8.332869181405135
LT,5.545277852125077
LT,5.915901268226579
GE,6.7709638539059505
GE,8.332615642240292
LT,0.20363372179956096
GE,8.269373138135874
GT,5.844207378923708
LE,3.7380146045574794
GE,1.4096321695779923
LE,8.92551376511432
LT,1.657925285479721
GT,5.596671863453636
LE,4.905443730031987
GE,7.2549684861628885
GE,2.2714374127980363
GE,3.4075170350178077
LT,2.827681091378885
LE,2.470844715291487
LT,4.210705848678025
GE,9.472462015400122
LT,3.7583362596524794
LT,5.737435056335485
LT,2.4618550865193987
LT,6.641330714505892
GE,4.422593572382013
GE,4.252740788369392
LE,2.9457924069349373
GE,6.517649511680227
GE,7.074936064095879
GT,7.18561525453069
LE,3.496066376500604
GT,5.546366567755971
LT,5.533806129181674
