0,LE,2.1011516823073095
1,LT,4.931108766672682
1,LT,0.3518525459853694
1,GE,8.72112532896347
3,GT,8.116553968209274
0,LT,7.672918136250956
2,LT,2.1747241021995976
3,GE,6.234222988040031
0,GT,8.963918801053758
4,GE,7.1000685800648995
3,LE,4.859118110934903
4,GT,9.086048744608316
2,GT,9.004157110268535
0,GE,4.460185948815827
0,GT,0.22522261499560048
1,LT,3.1009875718293034
1,GT,6.094161439964504
4,GE,3.1275027904673114
2,GT,2.624536014437534
2,GT,9.4356663941343
4,LE,4.366350220661291
2,LE,0.6078090995227359
2,LT,4.420274911429943
3,LT,0.4256776572673804
4,LT,3.3515373350725044
0,LE,3.3105354001145324
0,LT,8.836964896643718
0,LE,1.2810451645402021
0,GT,7.743504370787972
4,LT,9.85809524740735
3,LT,8.40194050120683
3,GT,6.407998766807655
4,LE,6.4328575211374694
3,GE,8.493162525727222
3,LT,3.2825157038262818
2,LT,0.5930478571245124
0,LT,2.1827029499131734
4,GE,1.7591854699601661
1,GE,9.577483545954577
2,GE,6.049815022550778
0,LT,7.337088633818556
3,LT,6.975843748048742
2,LT,3.8570458340910942
3,GT,7.158508183838483
3,GT,6.287534150760963
0,LE,5.247043697218258
1,GE,3.011876532449449
1,LT,0.5084047087497812
3,LE,7.8377079868989155
1,LT,5.990361030512902
4,LT,2.5607546761926114
1,LT,9.877018250059379
4,GE,8.796702591088641
2,GE,7.286530488434665
4,GT,2.6043287085496427
1,GT,5.2711816328458365
3,GE,8.198780025127618
1,LE,1.9775868388429385
1,GE,8.448450352994033
2,GT,7.168189984319576
2,GE,4.877476136321983
1,GT,1.3940481577036534
1,GE,9.257058681503649
4,LT,1.8210491896272574
0,LT,3.3459729310637734
2,LE,6.9314874925006205
0,GT,1.3338610082026037
0,LE,7.291173069050895
2,GT,1.7518947984570155
3,GE,0.0845658250682002
4,LE,1.4336864884835498
1,LE,1.0858561904441077
1,GT,9.34947232749272
1,GT,6.446679681031581
2,LT,4.063530591754784
3,GE,1.8490217947852938
4,LT,7.237283804436247
2,LT,4.652620035974648
2,GT,2.575480482756225
4,LE,1.6741210009091312
3,LE,8.011899540818835
1,GE,5.7370932689451335
4,LT,7.619223290016583
3,LT,4.335050323305875
0,GT,4.561496551154472
2,LE,2.1139770372465927
0,GE,8.813556507021147
1,LE,4.508541076409889
4,LE,9.386161540124396
3,GE,4.5209170345977
3,LE,8.094472263179473
0,GT,5.118220889375219
3,LE,5.132651530775788
0,LE,0.26123252269250274
3,LE,9.704884018313685
0,GE,3.9555761212420237
4,GE,8.786467000054879
1,LT,5.511589401980577
0,LT,2.159695762740924
1,GT,1.0843158885178716
